track	start	end	label
Kamakshi-Bhairavi-SS-MSS	01.28	01.29	rs
Kamakshi-Bhairavi-SS-MSS	01.28	01.29	srs
Kamakshi-Bhairavi-SS-MSS	02.07	02.10	srnsr
Kamakshi-Bhairavi-SS-MSS	02.07	02.10	nsr
Kamakshi-Bhairavi-SS-MSS	02.10	02.13	nrsndpm
Kamakshi-Bhairavi-SS-MSS	02.13	02.19	pd'nsr
Kamakshi-Bhairavi-SS-MSS	02.19	02.20	rrs
Kamakshi-Bhairavi-SS-MSS	02.55	02.57	rgs
Kamakshi-Bhairavi-SS-MSS	02.53	02.57	rgrgs
Kamakshi-Bhairavi-SS-MSS	02.57	03.00	ngrsr
Kamakshi-Bhairavi-SS-MSS	02.57	03.00	ngr
Kamakshi-Bhairavi-SS-MSS	03.00	03.03	nrsnd'
Kamakshi-Bhairavi-SS-MSS	03.03	03.06	nsr
Kamakshi-Bhairavi-SS-MSS	03.27	03.29	ngr
Kamakshi-Bhairavi-SS-MSS	03.41	03.43	gmgr
Kamakshi-Bhairavi-SS-MSS	03.41	03.43	mgr
Kamakshi-Bhairavi-SS-MSS	03.43	03.45	srns
Kamakshi-Bhairavi-SS-MSS	03.45	03.46	nsrg
Kamakshi-Bhairavi-SS-MSS	03.47	03.49	mpgr
Kamakshi-Bhairavi-SS-MSS	03.49	03.51	gmp
Kamakshi-Bhairavi-SS-MSS	03.51	03.53	dmgrs
Kamakshi-Bhairavi-SS-MSS	03.53	03.55	nsn
Kamakshi-Bhairavi-SS-MSS	03.55	03.56	gr
Kamakshi-Bhairavi-SS-MSS	03.56	04.01	gmpd'nndp
Kamakshi-Bhairavi-SS-MSS	03.59	04.01	nndp
Kamakshi-Bhairavi-SS-MSS	04.02	04.04	pmgrs
Kamakshi-Bhairavi-SS-MSS	04.50	04.53	mpndm
Kamakshi-Bhairavi-SS-MSS	04.52	04.53	ndm
Kamakshi-Bhairavi-SS-MSS	04.53	04.56	pdpmgr
Kamakshi-Bhairavi-SS-MSS	04.56	04.58	gmp
Kamakshi-Bhairavi-SS-MSS	04.58	05.00	gmp
Kamakshi-Bhairavi-SS-MSS	05.00	05.02	pmgr
Kamakshi-Bhairavi-SS-MSS	05.02	05.04	nsr
Kamakshi-Bhairavi-SS-MSS	05.04	05.05	nsr
Kamakshi-Bhairavi-SS-MSS	05.05	05.08	nsrgmp
Kamakshi-Bhairavi-SS-MSS	05.09	05.10	d'ns
Kamakshi-Bhairavi-SS-MSS	05.10	05.11	sp
Kamakshi-Bhairavi-SS-MSS	05.11	05.14	sndpmgr
Kamakshi-Bhairavi-SS-MSS	05.25	05.26	mp
Kamakshi-Bhairavi-SS-MSS	05.25	05.27	mpnd
Kamakshi-Bhairavi-SS-MSS	05.27	05.29	mpdp
Kamakshi-Bhairavi-SS-MSS	05.27	05.29	pdp
Kamakshi-Bhairavi-SS-MSS	05.29	05.30	pmgr
Kamakshi-Bhairavi-SS-MSS	05.45	05.47	gpmgr
Kamakshi-Bhairavi-SS-MSS	05.47	05.49	rnsr
Kamakshi-Bhairavi-SS-MSS	05.52	05.54	gmpd'
Kamakshi-Bhairavi-SS-MSS	05.54	05.56	nsp
Kamakshi-Bhairavi-SS-MSS	05.53	05.55	pd'ns
Kamakshi-Bhairavi-SS-MSS	06.10	06.13	pdpmgr
Kamakshi-Bhairavi-SS-MSS	06.11	06.13	pmgr
Kamakshi-Bhairavi-SS-MSS	06.13	06.15	gmp
Kamakshi-Bhairavi-SS-MSS	06.15	06.17	mgrgm
Kamakshi-Bhairavi-SS-MSS	06.15	06.16	mgr
Kamakshi-Bhairavi-SS-MSS	06.16	06.19	gmgr
Kamakshi-Bhairavi-SS-MSS	06.19	06.21	nsr
Kamakshi-Bhairavi-SS-MSS	06.21	06.24	gmgrs
Kamakshi-Bhairavi-SS-MSS	06.23	06.24	grs
Kamakshi-Bhairavi-SS-MSS	06.25	06.27	pmgrs
Kamakshi-Bhairavi-SS-MSS	06.27	06.30	rsndp
Kamakshi-Bhairavi-SS-MSS	06.30	06.32	mgrs
Kamakshi-Bhairavi-SS-MSS	07.09	07.12	pmgrs
Kamakshi-Bhairavi-SS-MSS	07.23	07.25	dpnd
Kamakshi-Bhairavi-SS-MSS	07.25	07.27	pmgr
Kamakshi-Bhairavi-SS-MSS	07.27	07.30	gmpdp
Kamakshi-Bhairavi-SS-MSS	07.30	07.33	mgmpmgr
Kamakshi-Bhairavi-SS-MSS	07.32	07.33	pmgr
Kamakshi-Bhairavi-SS-MSS	07.34	07.36	gmg
Kamakshi-Bhairavi-SS-MSS	07.37	07.39	rgmgr
Kamakshi-Bhairavi-SS-MSS	07.39	07.41	gsrns
Kamakshi-Bhairavi-SS-MSS	07.40	07.41	rns
Kamakshi-Bhairavi-SS-MSS	07.42	07.46	grsndpmgr
Kamakshi-Bhairavi-SS-MSS	07.57	08.00	dpndpm
Kamakshi-Bhairavi-SS-MSS	08.01	08.02	gmpdp
Kamakshi-Bhairavi-SS-MSS	08.00	08.01	gr
Kamakshi-Bhairavi-SS-MSS	08.02	08.04	dmp
Kamakshi-Bhairavi-SS-MSS	08.04	08.05	dp
Kamakshi-Bhairavi-SS-MSS	08.13	08.14	mgmp
Kamakshi-Bhairavi-SS-MSS	08.14	08.15	pmgr
Kamakshi-Bhairavi-SS-MSS	08.19	08.20	rgmg
Kamakshi-Bhairavi-SS-MSS	08.20	08.21	rgs
Kamakshi-Bhairavi-SS-MSS	08.21	08.23	rns
Kamakshi-Bhairavi-SS-MSS	08.39	08.40	nrsr
Kamakshi-Bhairavi-SS-MSS	08.40	08.43	nrnd
Kamakshi-Bhairavi-SS-MSS	08.43	08.45	pdmpgr
Kamakshi-Bhairavi-SS-MSS	08.45	08.47	srns
Kamakshi-Bhairavi-SS-MSS	08.47	08.49	rgmp
Kamakshi-Bhairavi-SS-MSS	08.49	08.51	sndp
Kamakshi-Bhairavi-SS-MSS	08.49	08.51	mpsndp
Kamakshi-Bhairavi-SS-MSS	08.51	08.53	mgrs
Kamakshi-Bhairavi-SS-MSS	08.53	08.55	nd'n
Kamakshi-Bhairavi-SS-MSS	08.55	08.57	srgmp
Kamakshi-Bhairavi-SS-MSS	08.57	08.59	pmgr
Kamakshi-Bhairavi-SS-MSS	09.00	09.03	nsrgmp
Kamakshi-Bhairavi-SS-MSS	09.03	09.05	srgmpd
Kamakshi-Bhairavi-SS-MSS	09.06	09.08	mpgrgm
Kamakshi-Bhairavi-SS-MSS	09.08	09.11	pmpd'ns
Kamakshi-Bhairavi-SS-MSS	09.11	09.13	pd'nsrg
Kamakshi-Bhairavi-SS-MSS	09.13	09.16	mgrs
Kamakshi-Bhairavi-SS-MSS	09.16	09.17	ndp
Kamakshi-Bhairavi-SS-MSS	09.17	09.19	gr
Kamakshi-Bhairavi-SS-MSS	09.19	09.22	sndp
Kamakshi-Bhairavi-SS-MSS	09.22	09.23	rgr
Kamakshi-Bhairavi-SS-MSS	09.37	09.39	nrndp
Kamakshi-Bhairavi-SS-MSS	09.39	09.42	pmpgrs
Kamakshi-Bhairavi-SS-MSS	09.42	09.43	rns
Kamakshi-Bhairavi-SS-MSS	10.13	1015	rr
Kamakshi-Bhairavi-SS-MSS	10.30	10.32	sgr
Kamakshi-Bhairavi-SS-MSS	10.32	10.35	srsrndm
Kamakshi-Bhairavi-SS-MSS	10.32	10.34	srsr
Kamakshi-Bhairavi-SS-MSS	10.34	10.35	ndm
Kamakshi-Bhairavi-SS-MSS	10.35	10.37	pd'n
Kamakshi-Bhairavi-SS-MSS	10.37	10.40	d'ns
Kamakshi-Bhairavi-SS-MSS	10.51	10.52	gr
Kamakshi-Bhairavi-SS-MSS	10.54	10.55	ndp
Kamakshi-Bhairavi-SS-MSS	10.52	10.54	grsrs
Kamakshi-Bhairavi-SS-MSS	10.54	10.56	ndpmg
Kamakshi-Bhairavi-SS-MSS	10.56	10.58	mgrs
Kamakshi-Bhairavi-SS-MSS	10.58	11.00	ns
Kamakshi-Bhairavi-SS-MSS	11.00	11.03	rgmp
Kamakshi-Bhairavi-SS-MSS	11.03	11.06	gmgr
Kamakshi-Bhairavi-SS-MSS	11.06	11.08	sns
Kamakshi-Bhairavi-SS-MSS	11.09	11.11	pmp
Kamakshi-Bhairavi-SS-MSS	11.12	11.17	d'nsr
Kamakshi-Bhairavi-SS-MSS	11.18	11.21	gmgrgr
Kamakshi-Bhairavi-SS-MSS	11.21	11.24	srndp
Kamakshi-Bhairavi-SS-MSS	11.24	11.27	mgrgr
Kamakshi-Bhairavi-SS-MSS	11.38	11.40	sgrs
Kamakshi-Bhairavi-SS-MSS	11.40	11.42	rsr
Kamakshi-Bhairavi-SS-MSS	11.42	11.43	srsndpdm
Kamakshi-Bhairavi-SS-MSS	11.42	11.43	dpdm
Kamakshi-Bhairavi-SS-MSS	11.43	11.45	pd'nd'
Kamakshi-Bhairavi-SS-MSS	11.45	11.47	d'ns
Kamakshi-Bhairavi-SS-MSS	12.02	12.03	ngr
Kamakshi-Bhairavi-SS-MSS	12.03	12.06	srsndp
Kamakshi-Bhairavi-SS-MSS	12.06	12.07	mg
Kamakshi-Bhairavi-SS-MSS	12.28	12.30	gmg
Kamakshi-Bhairavi-SS-MSS	12.30	12.31	rgr
Kamakshi-Bhairavi-SS-MSS	12.32	12.33	sr
Kamakshi-Bhairavi-SS-MSS	12.33	12.34	sndp
Kamakshi-Bhairavi-SS-MSS	12.33	12.34	srsndp
Kamakshi-Bhairavi-SS-MSS	12.34	12.35	pmg
Kamakshi-Bhairavi-SS-MSS	12.35	12.37	rgr










	


















